name,building
,house
,house
,house
,yes
,yes
,house
,school
,house
YMCA Child Care,yes
,yes
,yes
,house
,yes
,yes
,residential
,house
,house
,yes
,yes
,house
,house
,house
,house
Westland Mansion,house
,yes
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,yes
,yes
,house
,house
,house
,house
,yes
,yes
,house
,yes
,house
,yes
,house
,yes
,house
,house
,house
,house
,house
,yes
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,house
,yes
,yes
,yes
,yes
,yes
Johnson Park School,school
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,yes
,house
,yes
,house
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,yes
,house
,house
,house
,shed
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,shed
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,yes
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
Shell,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,yes
,yes
,yes
,yes
,yes
,house
,yes
,house
,yes
,house
,yes
,yes
,yes
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,house
,house
,yes
,barn
,barn
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
Mountain Lakes House,yes
,house
,yes
,house
,yes
,house
,house
,house
,yes
Stuart Country Day School of the Sacred Heart,school
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,yes
,house
,house
,house
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
The Jewish Center of Princeton,yes
,house
University League Nursery School,yes
,house
,house
,yes
,yes
,house
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,house
,house
,house
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,house
,house
,house
,yes
,yes
,house
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
Nassau Arms Building 3,residential
,house
,residential
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
Nassau Arms Building 2,residential
,house
Nassau Arms Building 1,residential
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,yes
,yes
,house
,yes
,yes
,yes
,yes
,house
,house
,house
,yes
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,house
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,house
,house
,yes
,house
,house
,yes
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,house
,house
,yes
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,yes
,house
,house
,yes
,yes
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,shed
,house
,house
,shed
,yes
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,yes
,yes
,yes
,yes
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,yes
,yes
,house
,house
,garage
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,house
,yes
,house
,house
,house
,yes
,house
,house
,yes
,house
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,yes
Walgreens,yes
,retail
Avalon,residential
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,yes
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
Littlebrook ES,yes
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,yes
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,garage
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,yes
,yes
,house
,house
,house
,house
,house
,yes
,yes
,house
,house
,house
,yes
,house
,yes
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,commercial
,garage
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,residential
,yes
,yes
,house
,yes
,yes
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,yes
,yes
,house
,yes
,yes
,yes
,house
,yes
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,yes
,yes
,house
,yes
,yes
,house
,house
,yes
,house
,yes
,house
,house
,house
,yes
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,yes
,house
,house
,residential
,residential
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,house
,house
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
La Lupita Grocery,yes
Local Greek,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
Tortuga's Mexican Village,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,residential
,residential
,residential
,residential
,residential
,residential
,yes
,yes
,apartments
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,garage
,garage
,garage
,residential
,house
,house
,house
,house
,house
,residential
,yes
,university
,university
Marion Buckelew Cullen Center,university
,house
,house
,house
,house
,house
,garage
,garage
,residential
,garage
,residential
,garage
,garage
,residential
,university
,residential
Christ Congregation,yes
,university
,university
,yes
Westminster Conservatory of Music,yes
,university
,house
,university
,university
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,yes
,house
,house
,yes
,house
,residential
,house
,residential
,residential
,residential
,residential
,school
Princeton High School,school
,house
,house
,house
,house
,yes
,house
,yes
,house
,yes
,house
,yes
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,yes
,yes
,house
,yes
,yes
,yes
,yes
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
Morning Star Church of God in Christ,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
Fellowship In Prayer,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,storage_tank
,yes
,school
,house
,yes
Tiger Garage,yes
,yes
Princeton Fire Department,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
Conte's Pizza & Bar,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,garage
,house
,house
,house
,house
,house
,house
,house
,house
,school
,school
,school
,yes
,yes
,yes
,school
,yes
,yes
,yes
,house
,house
,yes
,yes
,house
,yes
,yes
,house
,yes
,house
,yes
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,yes
,yes
,yes
,yes
,house
,residential
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,yes
,yes
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,retail
Nomad,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,residential
,house
,house
,house
,house
,house
,house
,house
,garage
,house
,house
,garage
,yes
,yes
,civic
,church
,yes
,yes
,yes
,yes
,yes
,yes
Princeton Municipal Building - Witherspoon Hall,yes
,yes
Princeton First Aid & Rescue Squad,yes
,house
,garage
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,retail
,house
,commercial
,yes
,commercial
,house
,yes
,retail
,house
,house
,house
,house
,house
,shed
,house
,house
,house
,house
,garage
,house
,house
,house
,garage
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,shed
,house
,shed
,house
,house
,yes
,yes
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,house
,yes
,house
,yes
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,garage
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,garage
,house
,house
,shed
,house
,house
,house
,house
,house
,house
,house
,house
,garage
,house
,house
,house
,house
,shed
,house
,house
,house
,house
,house
,house
,house
,shed
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,garage
,house
,house
,house
,house
,garage
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,shed
,shed
,house
,house
,shed
,house
,house
,house
,house
,house
,garage
,house
,shed
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,yes
,house
,house
,house
,shed
,house
,house
,house
,shed
,house
,house
,retail
,retail
,yes
,house
,yes
,house
,house
,house
,house
,house
,house
,shed
,house
,house
,shed
,garage
,house
,house
,house
,house
,house
,house
,house
PNC Bank,yes
,house
,house
,roof
,house
,yes
,yes
,house
,shed
,shed
,house
,house
,house
,yes
,house
,house
,house
,house
,yes
,house
,yes
,house
,yes
,house
,house
,house
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,supermarket
The Alice,residential
,yes
,house
,house
,house
,house
PIRHL,residential
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,barn
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
Tusculum,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,cabin
,yes
,yes
,house
,yes
,yes
,house
,yes
,house
,house
,yes
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,roof
,yes
,house
,yes
,garage
,house
,house
,yes
,cabin
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,cabin
,yes
,yes
,house
,garage
,cabin
,house
,garage
,house
,yes
,yes
,yes
,yes
,yes
,garage
,yes
,yes
,yes
,yes
Our Lady of Princeton Convent,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
Princeton Academy of the Sacred Heart,school
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,yes
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,yes
,house
,yes
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,detached
,detached
,detached
,house
,detached
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,shed
,house
,house
,house
,house
,house
,garage
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,yes
,shed
,house
,yes
,house
,house
,house
,house
,shed
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,garage
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,shed
,house
,house
,shed
,shed
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,yes
,roof
,house
,yes
,house
,yes
,house
,house
,shed
,house
,yes
,shed
,yes
,garage
,shed
,shed
,shed
,yes
,house
,house
,house
,house
,house
,house
,house
,shed
Old Kingston Mill,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
Princeton Church of Christ,yes
,garage
,house
,house
,yes
,house
,house
,house
,house
,house
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,yes
,house
,yes
,yes
,house
,house
,house
,house
,yes
,house
,yes
,house
,house
,house
,yes
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,house
,house
,house
,yes
,house
,yes
,house
,house
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
Princeton Community Family Learning Center's Cub School,kindergarten
All Saints' Episcopal Church,yes
,yes
,yes
,yes
,yes
,house
,yes
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
Stone Hill Church of Princeton,yes
,house
,house
,yes
,house
,house
,yes
,house
,yes
,house
Cottage,yes
,yes
,house
,yes
,house
,house
,house
,yes
,house
,yes
,house
,house
,house
,yes
,house
Veblen House,house
,yes
,house
,house
,yes
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,house
,yes
,yes
,yes
,yes
,yes
,house
,house
,yes
,yes
,yes
,yes
,yes
,yes
,yes
,house
,yes
,house
,house
,house
,house
,house
,yes
,house
,yes
,house
,house
,house
,house
,yes
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,yes
,yes
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,house
,yes
